Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Protocol 1,Protocol 2,Protocol 3,Protocol 4,Assay Name,Experimental Condition,Comment [Gene Identifier],Comment [Gene Symbol],Comment [Gene Annotation Comments],Comment [Image File Path],Comment [Image File Type],Channels
SMC4 2016-05-16 conc,cell0026_R0001.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160516_SMC4gfpz82z68_MitoSys1,Genome-edited cell,ENSG00000113810,SMC4,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160516_SMC4gfpz82z68_MitoSys1/cell0026_R0001/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
SMC4 2016-05-16 raw,cell0029_R0001.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160516_SMC4gfpz82z68_MitoSys1,Genome-edited cell,ENSG00000113810,SMC4,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160516_SMC4gfpz82z68_MitoSys1/cell0029_R0001/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
SMC4 2016-05-16 conc,cell0029_R0001.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160516_SMC4gfpz82z68_MitoSys1,Genome-edited cell,ENSG00000113810,SMC4,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160516_SMC4gfpz82z68_MitoSys1/cell0029_R0001/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPD2 2016-07-19 raw,cell0005_R0001.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160719_NCAPD2gfpc272c78_MitoSys2,Genome-edited cell,ENSG00000010292,NCAPD2,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160719_NCAPD2gfpc272c78_MitoSys2/cell0005_R0001/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPD2 2016-07-19 conc,cell0005_R0001.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160719_NCAPD2gfpc272c78_MitoSys2,Genome-edited cell,ENSG00000010292,NCAPD2,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160719_NCAPD2gfpc272c78_MitoSys2/cell0005_R0001/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPD2 2016-07-19 raw,cell0015_R0002.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160719_NCAPD2gfpc272c78_MitoSys2,Genome-edited cell,ENSG00000010292,NCAPD2,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160719_NCAPD2gfpc272c78_MitoSys2/cell0015_R0002/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPD2 2016-07-19 conc,cell0015_R0002.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160719_NCAPD2gfpc272c78_MitoSys2,Genome-edited cell,ENSG00000010292,NCAPD2,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160719_NCAPD2gfpc272c78_MitoSys2/cell0015_R0002/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPD2 2016-07-19 raw,cell0029_R0010.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160719_NCAPD2gfpc272c78_MitoSys2,Genome-edited cell,ENSG00000010292,NCAPD2,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160719_NCAPD2gfpc272c78_MitoSys2/cell0029_R0010/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPD2 2016-07-19 conc,cell0029_R0010.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160719_NCAPD2gfpc272c78_MitoSys2,Genome-edited cell,ENSG00000010292,NCAPD2,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160719_NCAPD2gfpc272c78_MitoSys2/cell0029_R0010/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPD2 2016-07-20 raw,cell0007_R0028.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160720_NCAPD2gfpc272c78_MitoSys2,Genome-edited cell,ENSG00000010292,NCAPD2,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160720_NCAPD2gfpc272c78_MitoSys2/cell0007_R0028/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPD2 2016-07-20 conc,cell0007_R0028.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160720_NCAPD2gfpc272c78_MitoSys2,Genome-edited cell,ENSG00000010292,NCAPD2,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160720_NCAPD2gfpc272c78_MitoSys2/cell0007_R0028/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPD2 2016-07-20 raw,cell0011_R0002.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160720_NCAPD2gfpc272c78_MitoSys2,Genome-edited cell,ENSG00000010292,NCAPD2,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160720_NCAPD2gfpc272c78_MitoSys2/cell0011_R0002/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPD2 2016-07-20 conc,cell0011_R0002.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160720_NCAPD2gfpc272c78_MitoSys2,Genome-edited cell,ENSG00000010292,NCAPD2,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160720_NCAPD2gfpc272c78_MitoSys2/cell0011_R0002/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPD2 2016-07-20 raw,cell0029_R0001.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160720_NCAPD2gfpc272c78_MitoSys2,Genome-edited cell,ENSG00000010292,NCAPD2,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160720_NCAPD2gfpc272c78_MitoSys2/cell0029_R0001/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPD2 2016-07-20 conc,cell0029_R0001.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160720_NCAPD2gfpc272c78_MitoSys2,Genome-edited cell,ENSG00000010292,NCAPD2,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160720_NCAPD2gfpc272c78_MitoSys2/cell0029_R0001/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPD2 2016-07-28 raw,cell0019_R0006.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160728_NCAPD2gfpc272c78_MitoSys1,Genome-edited cell,ENSG00000010292,NCAPD2,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160728_NCAPD2gfpc272c78_MitoSys1/cell0019_R0006/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPD2 2016-07-28 conc,cell0019_R0006.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160728_NCAPD2gfpc272c78_MitoSys1,Genome-edited cell,ENSG00000010292,NCAPD2,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160728_NCAPD2gfpc272c78_MitoSys1/cell0019_R0006/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPD2 2016-07-28 raw,cell0024_R0001.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160728_NCAPD2gfpc272c78_MitoSys2,Genome-edited cell,ENSG00000010292,NCAPD2,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160728_NCAPD2gfpc272c78_MitoSys2/cell0024_R0001/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPD2 2016-07-28 conc,cell0024_R0001.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160728_NCAPD2gfpc272c78_MitoSys2,Genome-edited cell,ENSG00000010292,NCAPD2,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160728_NCAPD2gfpc272c78_MitoSys2/cell0024_R0001/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPD2 2016-07-28 raw,cell0025_R0001.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160728_NCAPD2gfpc272c78_MitoSys2,Genome-edited cell,ENSG00000010292,NCAPD2,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160728_NCAPD2gfpc272c78_MitoSys2/cell0025_R0001/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPD2 2016-07-28 conc,cell0025_R0001.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160728_NCAPD2gfpc272c78_MitoSys2,Genome-edited cell,ENSG00000010292,NCAPD2,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160728_NCAPD2gfpc272c78_MitoSys2/cell0025_R0001/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPD2 2016-07-29 raw,cell0009_R0002.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160729_NCAPD2gfpc272c78_MitoSys2,Genome-edited cell,ENSG00000010292,NCAPD2,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160729_NCAPD2gfpc272c78_MitoSys2/cell0009_R0002/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPD2 2016-07-29 conc,cell0009_R0002.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160729_NCAPD2gfpc272c78_MitoSys2,Genome-edited cell,ENSG00000010292,NCAPD2,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160729_NCAPD2gfpc272c78_MitoSys2/cell0009_R0002/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPD2 2016-07-29 raw,cell0015_R0004.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160729_NCAPD2gfpc272c78_MitoSys2,Genome-edited cell,ENSG00000010292,NCAPD2,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160729_NCAPD2gfpc272c78_MitoSys2/cell0015_R0004/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPD2 2016-07-29 conc,cell0015_R0004.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160729_NCAPD2gfpc272c78_MitoSys2,Genome-edited cell,ENSG00000010292,NCAPD2,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160729_NCAPD2gfpc272c78_MitoSys2/cell0015_R0004/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-08-29 raw,cell0010_R0001.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160829_NCAPHgfpc86_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160829_NCAPHgfpc86_MitoSys1/cell0010_R0001/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-08-29 conc,cell0010_R0001.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160829_NCAPHgfpc86_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160829_NCAPHgfpc86_MitoSys1/cell0010_R0001/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-08-29 raw,cell0016_R0014.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160829_NCAPHgfpc86_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160829_NCAPHgfpc86_MitoSys1/cell0016_R0014/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-08-29 conc,cell0016_R0014.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160829_NCAPHgfpc86_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160829_NCAPHgfpc86_MitoSys1/cell0016_R0014/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-08-29 raw,cell0024_R0021.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160829_NCAPHgfpc86_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160829_NCAPHgfpc86_MitoSys1/cell0024_R0021/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-08-29 conc,cell0024_R0021.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160829_NCAPHgfpc86_MitoSys1,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160829_NCAPHgfpc86_MitoSys1/cell0024_R0021/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-08-30 raw,cell0012_R0002.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160830_NCAPHgfpc86_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160830_NCAPHgfpc86_MitoSys2/cell0012_R0002/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-08-30 conc,cell0012_R0002.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160830_NCAPHgfpc86_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160830_NCAPHgfpc86_MitoSys2/cell0012_R0002/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-08-30 raw,cell0014_R0003.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160830_NCAPHgfpc86_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160830_NCAPHgfpc86_MitoSys2/cell0014_R0003/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-08-30 conc,cell0014_R0003.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160830_NCAPHgfpc86_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160830_NCAPHgfpc86_MitoSys2/cell0014_R0003/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-08-30 raw,cell0019_R0002.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160830_NCAPHgfpc86_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160830_NCAPHgfpc86_MitoSys2/cell0019_R0002/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-08-30 conc,cell0019_R0002.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160830_NCAPHgfpc86_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160830_NCAPHgfpc86_MitoSys2/cell0019_R0002/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-08-30 raw,cell0028_R0004.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160830_NCAPHgfpc86_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160830_NCAPHgfpc86_MitoSys2/cell0028_R0004/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-08-30 conc,cell0028_R0004.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160830_NCAPHgfpc86_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160830_NCAPHgfpc86_MitoSys2/cell0028_R0004/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-08-31 raw,cell0003_R0010.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160831_NCAPHgfpc86_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160831_NCAPHgfpc86_MitoSys2/cell0003_R0010/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-08-31 conc,cell0003_R0010.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160831_NCAPHgfpc86_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160831_NCAPHgfpc86_MitoSys2/cell0003_R0010/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-08-31 raw,cell0007_R0002.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160831_NCAPHgfpc86_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160831_NCAPHgfpc86_MitoSys2/cell0007_R0002/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-08-31 conc,cell0007_R0002.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160831_NCAPHgfpc86_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160831_NCAPHgfpc86_MitoSys2/cell0007_R0002/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-08-31 raw,cell0010_R0005.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160831_NCAPHgfpc86_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160831_NCAPHgfpc86_MitoSys2/cell0010_R0005/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-08-31 conc,cell0010_R0005.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160831_NCAPHgfpc86_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160831_NCAPHgfpc86_MitoSys2/cell0010_R0005/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-08-31 raw,cell0013_R0012.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160831_NCAPHgfpc86_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160831_NCAPHgfpc86_MitoSys2/cell0013_R0012/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-08-31 conc,cell0013_R0012.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160831_NCAPHgfpc86_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160831_NCAPHgfpc86_MitoSys2/cell0013_R0012/conctif,concentration maps,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
NCAPH 2016-08-31 raw,cell0015_R0002.companion.ome,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO:0001185,growth protocol,treatment protocol,image acquisition and feature extraction protocol,FCS-calibrated imaging,160831_NCAPHgfpc86_MitoSys2,Genome-edited cell,ENSG00000121152,NCAPH,"Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.",mitotic_cell_atlas/160831_NCAPHgfpc86_MitoSys2/cell0015_R0002/rawtif,original images,490-552:GFP; 587-621:mCherry | 622-695:SiR-DNA; 622-695:Dy-481XL
